Condition|Variant
Acute Nonspecific Chest Pain-Low Probability of Coronary Artery Disease|Acute nonspecific chest pain; low probability of coronary artery disease. Initial imaging.
Acute Nonspecific Chest Pain-Low Probability of Coronary Artery Disease|Acute nonspecific chest pain; low probability of coronary artery disease. Initial imaging.
Acute Nonspecific Chest Pain-Low Probability of Coronary Artery Disease|Acute nonspecific chest pain; low probability of coronary artery disease. Initial imaging.
Acute Nonspecific Chest Pain-Low Probability of Coronary Artery Disease|Acute nonspecific chest pain; low probability of coronary artery disease. Initial imaging.
Acute Nonspecific Chest Pain-Low Probability of Coronary Artery Disease|Acute nonspecific chest pain; low probability of coronary artery disease. Initial imaging.
Acute Nonspecific Chest Pain-Low Probability of Coronary Artery Disease|Acute nonspecific chest pain; low probability of coronary artery disease. Initial imaging.
Acute Nonspecific Chest Pain-Low Probability of Coronary Artery Disease|Acute nonspecific chest pain; low probability of coronary artery disease. Initial imaging.
Acute Nonspecific Chest Pain-Low Probability of Coronary Artery Disease|Acute nonspecific chest pain; low probability of coronary artery disease. Initial imaging.
Acute Nonspecific Chest Pain-Low Probability of Coronary Artery Disease|Acute nonspecific chest pain; low probability of coronary artery disease. Initial imaging.
Acute Nonspecific Chest Pain-Low Probability of Coronary Artery Disease|Acute nonspecific chest pain; low probability of coronary artery disease. Initial imaging.
Acute Nonspecific Chest Pain-Low Probability of Coronary Artery Disease|Acute nonspecific chest pain; low probability of coronary artery disease. Initial imaging.
Acute Nonspecific Chest Pain-Low Probability of Coronary Artery Disease|Acute nonspecific chest pain; low probability of coronary artery disease. Initial imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Pregnant patient. Acute onset flank pain. Suspicion of stone disease. Initial or follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. No history or remote history of stone disease. Initial imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. No history or remote history of stone disease. Initial imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Pregnant patient. Acute onset flank pain. Suspicion of stone disease. Initial or follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Pregnant patient. Acute onset flank pain. Suspicion of stone disease. Initial or follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Pregnant patient. Acute onset flank pain. Suspicion of stone disease. Initial or follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. CT without contrast is inconclusive for the presence of stones. Next imaging study.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. CT without contrast is inconclusive for the presence of stones. Next imaging study.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. No history or remote history of stone disease. Initial imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. CT without contrast is inconclusive for the presence of stones. Next imaging study.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain in patient with known current stone disease, diagnosed on recent imaging. Recurrent symptoms of stone disease. Follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain in patient with known current stone disease, diagnosed on recent imaging. Recurrent symptoms of stone disease. Follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain in patient with known current stone disease, diagnosed on recent imaging. Recurrent symptoms of stone disease. Follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. No history or remote history of stone disease. Initial imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. No history or remote history of stone disease. Initial imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain in patient with known current stone disease, diagnosed on recent imaging. Recurrent symptoms of stone disease. Follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain in patient with known current stone disease, diagnosed on recent imaging. Recurrent symptoms of stone disease. Follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. CT without contrast is inconclusive for the presence of stones. Next imaging study.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain in patient with known current stone disease, diagnosed on recent imaging. Recurrent symptoms of stone disease. Follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Pregnant patient. Acute onset flank pain. Suspicion of stone disease. Initial or follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Pregnant patient. Acute onset flank pain. Suspicion of stone disease. Initial or follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain in patient with known current stone disease, diagnosed on recent imaging. Recurrent symptoms of stone disease. Follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. CT without contrast is inconclusive for the presence of stones. Next imaging study.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain in patient with known current stone disease, diagnosed on recent imaging. Recurrent symptoms of stone disease. Follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. CT without contrast is inconclusive for the presence of stones. Next imaging study.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. No history or remote history of stone disease. Initial imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. No history or remote history of stone disease. Initial imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. CT without contrast is inconclusive for the presence of stones. Next imaging study.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. CT without contrast is inconclusive for the presence of stones. Next imaging study.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Pregnant patient. Acute onset flank pain. Suspicion of stone disease. Initial or follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Pregnant patient. Acute onset flank pain. Suspicion of stone disease. Initial or follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. No history or remote history of stone disease. Initial imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain in patient with known current stone disease, diagnosed on recent imaging. Recurrent symptoms of stone disease. Follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain in patient with known current stone disease, diagnosed on recent imaging. Recurrent symptoms of stone disease. Follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Pregnant patient. Acute onset flank pain. Suspicion of stone disease. Initial or follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Pregnant patient. Acute onset flank pain. Suspicion of stone disease. Initial or follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. No history or remote history of stone disease. Initial imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. CT without contrast is inconclusive for the presence of stones. Next imaging study.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. CT without contrast is inconclusive for the presence of stones. Next imaging study.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. No history or remote history of stone disease. Initial imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. No history or remote history of stone disease. Initial imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain in patient with known current stone disease, diagnosed on recent imaging. Recurrent symptoms of stone disease. Follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. CT without contrast is inconclusive for the presence of stones. Next imaging study.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain in patient with known current stone disease, diagnosed on recent imaging. Recurrent symptoms of stone disease. Follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Pregnant patient. Acute onset flank pain. Suspicion of stone disease. Initial or follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. No history or remote history of stone disease. Initial imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Pregnant patient. Acute onset flank pain. Suspicion of stone disease. Initial or follow-up imaging.
Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis)|Acute onset flank pain. Suspicion of stone disease. CT without contrast is inconclusive for the presence of stones. Next imaging study.
Acute Onset of Scrotal Pain-Without Trauma, Without Antecedent Mass|Adult or child. Acute onset of scrotal pain. Without trauma, without antecedent mass. Initial imaging.
Acute Onset of Scrotal Pain-Without Trauma, Without Antecedent Mass|Adult or child. Acute onset of scrotal pain. Without trauma, without antecedent mass. Initial imaging.
Acute Onset of Scrotal Pain-Without Trauma, Without Antecedent Mass|Adult or child. Acute onset of scrotal pain. Without trauma, without antecedent mass. Initial imaging.
Acute Onset of Scrotal Pain-Without Trauma, Without Antecedent Mass|Adult or child. Acute onset of scrotal pain. Without trauma, without antecedent mass. Initial imaging.
Acute Onset of Scrotal Pain-Without Trauma, Without Antecedent Mass|Adult or child. Acute onset of scrotal pain. Without trauma, without antecedent mass. Initial imaging.
Acute Onset of Scrotal Pain-Without Trauma, Without Antecedent Mass|Adult or child. Acute onset of scrotal pain. Without trauma, without antecedent mass. Initial imaging.
Acute Onset of Scrotal Pain-Without Trauma, Without Antecedent Mass|Adult or child. Acute onset of scrotal pain. Without trauma, without antecedent mass. Initial imaging.
Acute Onset of Scrotal Pain-Without Trauma, Without Antecedent Mass|Adult or child. Acute onset of scrotal pain. Without trauma, without antecedent mass. Initial imaging.
Acute Pancreatitis|Suspected acute pancreatitis. First time presentation. Epigastric pain and increased amylase and lipase. Less than 48 to 72 hours after symptom onset. Initial imaging.
